N	mm	vv	level	interval.length.MY	MY.per.meter	age.in.MY	dimension	generation.time	log	taxa	species
7	2.162771429	0.381076632	-146.5142857	6.31	0.153528951	0	area	1	no	coccolith	Chiasmolithus_bidens_and_unclassified_forms
17	3.476041176	1.80366802	-144.5611765	NA	NA	0.299858807	NA	NA	NA	NA	NA
19	3.409678947	1.190325945	-143.1326316	NA	NA	0.519181807	NA	NA	NA	NA	NA
13	4.187546154	1.558815184	-141.5992308	NA	NA	0.754603223	NA	NA	NA	NA	NA
13	3.116553846	0.934509143	-138.6607692	NA	NA	1.20574215	NA	NA	NA	NA	NA
11	2.717236364	0.843151055	-135.5754545	NA	NA	1.679427279	NA	NA	NA	NA	NA
11	3.679845455	1.339605325	-132.6009091	NA	NA	2.136106115	NA	NA	NA	NA	NA
19	3.998678947	0.8928383	-129.6305263	NA	NA	2.59214587	NA	NA	NA	NA	NA
13	4.290453846	1.042309464	-126.5130769	NA	NA	3.070764606	NA	NA	NA	NA	NA
6	2.2679	0.552055176	-123.525	NA	NA	3.529520918	NA	NA	NA	NA	NA
9	4.062811111	0.607377404	-120.5977778	NA	NA	3.978934272	NA	NA	NA	NA	NA
7	4.470114286	2.054498035	-114.5842857	NA	NA	4.902179406	NA	NA	NA	NA	NA
9	3.485711111	0.929188909	-111.5655556	NA	NA	5.365641872	NA	NA	NA	NA	NA
11	4.390781818	1.69308524	-108.5927273	NA	NA	5.822057082	NA	NA	NA	NA	NA
11	4.799454545	1.159884021	-105.4145455	NA	NA	6.31	NA	NA	NA	NA	NA
