N	mm	vv	level	interval.length.MY	MY.per.meter	age.in.MY	dimension	generation.time	log	taxa	species
6	1.048553333	0.002544389	-146.65	6.31	0.153252052	0	linear	1	no	coccolith	Chiasmolithus_bidens_and_unclassified_forms
19	1.190985789	0.006995857	-144.5863158	NA	NA	0.316263839	NA	NA	NA	NA	NA
20	1.19565	0.005684509	-143.184	NA	NA	0.531171613	NA	NA	NA	NA	NA
16	1.20443125	0.004924456	-141.6	NA	NA	0.773922864	NA	NA	NA	NA	NA
17	1.142564706	0.00398013	-138.6576471	NA	NA	1.224844484	NA	NA	NA	NA	NA
17	1.128067647	0.004604703	-135.6	NA	NA	1.693435178	NA	NA	NA	NA	NA
13	1.125284615	0.004521325	-132.6453846	NA	NA	2.146236051	NA	NA	NA	NA	NA
21	1.155591429	0.008067851	-129.6366667	NA	NA	2.607328244	NA	NA	NA	NA	NA
15	1.185153333	0.0065005	-126.568	NA	NA	3.077607714	NA	NA	NA	NA	NA
11	1.180999091	0.015712166	-123.6072727	NA	NA	3.531345249	NA	NA	NA	NA	NA
13	1.175246154	0.003155904	-120.6484615	NA	NA	3.984789137	NA	NA	NA	NA	NA
12	1.199816667	0.008297392	-114.5283333	NA	NA	4.922711344	NA	NA	NA	NA	NA
10	1.19091	0.002847199	-111.561	NA	NA	5.377461262	NA	NA	NA	NA	NA
12	1.139525	0.003594988	-108.6108333	NA	NA	5.829580363	NA	NA	NA	NA	NA
10	1.162	0.003930178	-105.476	NA	NA	6.31	NA	NA	NA	NA	NA
