N	mm	vv	level	interval.length.MY	MY.per.meter	age.in.MY	dimension	generation.time	log	taxa	species
6	1.742383333	0.02721997	-146.81	6.31	0.153141043	0	linear	1	no	coccolith	Chiasmolithus_bidens_and_unclassified_forms
16	1.8273625	0.05318363	-144.686875	NA	NA	0.325137578	NA	NA	NA	NA	NA
15	1.873853333	0.048246237	-143.24	NA	NA	0.546713525	NA	NA	NA	NA	NA
21	1.871985714	0.060037868	-141.6947619	NA	NA	0.7833529	NA	NA	NA	NA	NA
14	2.062992857	0.066695331	-138.7321429	NA	NA	1.237051465	NA	NA	NA	NA	NA
19	1.952436842	0.08514731	-135.7547368	NA	NA	1.693014542	NA	NA	NA	NA	NA
14	1.868078571	0.052098076	-132.6464286	NA	NA	2.169024103	NA	NA	NA	NA	NA
20	1.925	0.040513322	-129.7335	NA	NA	2.615113028	NA	NA	NA	NA	NA
15	2.057453333	0.103743078	-126.774	NA	NA	3.068333946	NA	NA	NA	NA	NA
11	1.893790909	0.023144399	-123.6572727	NA	NA	3.545632817	NA	NA	NA	NA	NA
13	2.040030769	0.079655172	-120.6753846	NA	NA	4.002282272	NA	NA	NA	NA	NA
7	2.157085714	0.101285265	-117.7385714	NA	NA	4.45202891	NA	NA	NA	NA	NA
7	1.856628571	0.026813566	-114.7314286	NA	NA	4.912545896	NA	NA	NA	NA	NA
10	1.77113	0.04180592	-111.582	NA	NA	5.394852678	NA	NA	NA	NA	NA
9	1.893077778	0.046448662	-108.5877778	NA	NA	5.85339099	NA	NA	NA	NA	NA
13	2.061623077	0.090231585	-105.6061538	NA	NA	6.31	NA	NA	NA	NA	NA
