#Renaud and Schmidt 2003 core 1105 MLs											
N	mm	vv	age	interval.length.MY	MY.per.meter	age.in.MY	dimension	generation.time	log	taxa	species
27	466	34228.33268	130.8	0.13	0.001049233	0	linear	1	no	foram	Globorotalia_truncatulinoides
31	438	43407.9484	127.3	NA	NA	0.003672316	NA	NA	NA	NA	NA
24	460	36466.5696	123.2	NA	NA	0.007974173	NA	NA	NA	NA	NA
32	490	29079.0728	116	NA	NA	0.015528652	NA	NA	NA	NA	NA
35	497	35182.24588	108.3	NA	NA	0.023607748	NA	NA	NA	NA	NA
44	460	41375.0579	103.3	NA	NA	0.028853914	NA	NA	NA	NA	NA
29	471	50137.9956	99.7	NA	NA	0.032631154	NA	NA	NA	NA	NA
33	517	34824.08243	94.4	NA	NA	0.03819209	NA	NA	NA	NA	NA
30	455	53172.3	86.2	NA	NA	0.046795803	NA	NA	NA	NA	NA
31	441	33769.23078	83.5	NA	NA	0.049628733	NA	NA	NA	NA	NA
33	435	52852.8132	80.7	NA	NA	0.052566586	NA	NA	NA	NA	NA
30	439	25413.03075	76.4	NA	NA	0.057078289	NA	NA	NA	NA	NA
37	479	19352.3653	69.6	NA	NA	0.064213075	NA	NA	NA	NA	NA
31	465	23520.53778	65.6	NA	NA	0.068410008	NA	NA	NA	NA	NA
39	501	46594.82977	60.2	NA	NA	0.074075868	NA	NA	NA	NA	NA
35	468	23162.14688	55.7	NA	NA	0.078797417	NA	NA	NA	NA	NA
33	472	35383.75583	51.3	NA	NA	0.083414044	NA	NA	NA	NA	NA
31	482	26260.13178	46.6	NA	NA	0.08834544	NA	NA	NA	NA	NA
36	442	40461.3225	42.3	NA	NA	0.092857143	NA	NA	NA	NA	NA
26	445	38990.26625	37.5	NA	NA	0.097893462	NA	NA	NA	NA	NA
37	486	24983.14833	32.8	NA	NA	0.102824859	NA	NA	NA	NA	NA
21	492	30228.3156	26.7	NA	NA	0.109225182	NA	NA	NA	NA	NA
56	479	47437.6574	22.3	NA	NA	0.113841808	NA	NA	NA	NA	NA
29	456	42895.9764	18	NA	NA	0.118353511	NA	NA	NA	NA	NA
24	460	31320.375	14.3	NA	NA	0.122235674	NA	NA	NA	NA	NA
46	473	60014.1024	11.1	NA	NA	0.12559322	NA	NA	NA	NA	NA
31	490	35384.21298	6.9	NA	NA	0.13	NA	NA	NA	NA	NA
