N	mm	vv	level	interval.length.MY	MY.per.meter	age.in.MY	dimension	generation.time	log	taxa	species
8	0.1643475	0.000309907	-237.575	9.26	0.104131135	0	area	1	no	coccolith	Chiasmolithus_bidens_and_unclassified_forms
11	0.151336364	0.000484414	-235.9409091	NA	NA	1.70E-01	NA	NA	NA	NA	NA
12	0.184075	0.000488443	-230.7633333	NA	NA	7.09E-01	NA	NA	NA	NA	NA
13	0.179379231	0.000447358	-227.7007692	NA	NA	1.03E+00	NA	NA	NA	NA	NA
9	0.156721111	0.000999778	-226.2933333	NA	NA	1.17E+00	NA	NA	NA	NA	NA
16	0.169256875	0.001179599	-224.729375	NA	NA	1.34E+00	NA	NA	NA	NA	NA
13	0.159861538	0.000562116	-212.9392308	NA	NA	2.57E+00	NA	NA	NA	NA	NA
15	0.1497986	0.001201673	-211.3606667	NA	NA	2.73E+00	NA	NA	NA	NA	NA
15	0.158708	0.000862806	-208.348	NA	NA	3.04E+00	NA	NA	NA	NA	NA
11	0.172329091	0.000320644	-206.9809091	NA	NA	3.19E+00	NA	NA	NA	NA	NA
14	0.152449286	0.00069861	-202.3278571	NA	NA	3.67E+00	NA	NA	NA	NA	NA
18	0.167012778	0.001049453	-200.9344444	NA	NA	3.82E+00	NA	NA	NA	NA	NA
17	0.157675882	0.000875202	-199.3717647	NA	NA	3.98E+00	NA	NA	NA	NA	NA
14	0.160213571	0.000812214	-196.8742857	NA	NA	4.24E+00	NA	NA	NA	NA	NA
13	0.158040769	0.000621275	-195.53	NA	NA	4.38E+00	NA	NA	NA	NA	NA
14	0.169711429	0.000729504	-193.9542857	NA	NA	4.54E+00	NA	NA	NA	NA	NA
17	0.168283529	0.000938283	-192.5441176	NA	NA	4.69E+00	NA	NA	NA	NA	NA
13	0.152676154	0.000603585	-190.0630769	NA	NA	4.95E+00	NA	NA	NA	NA	NA
16	0.176614375	0.001054315	-187.96125	NA	NA	5.17E+00	NA	NA	NA	NA	NA
17	0.170526471	0.000560788	-180.1829412	NA	NA	5.98E+00	NA	NA	NA	NA	NA
15	0.150474667	0.000560789	-177.3566667	NA	NA	6.27E+00	NA	NA	NA	NA	NA
15	0.133630067	0.000674335	-173.1086667	NA	NA	6.71E+00	NA	NA	NA	NA	NA
9	0.145886222	0.000555234	-169.7333333	NA	NA	7.06E+00	NA	NA	NA	NA	NA
16	0.136450125	0.000609294	-166.040625	NA	NA	7.45E+00	NA	NA	NA	NA	NA
12	0.14069	0.000444033	-162.9733333	NA	NA	7.77E+00	NA	NA	NA	NA	NA
13	0.147727692	0.00084024	-159.9669231	NA	NA	8.08E+00	NA	NA	NA	NA	NA
14	0.160581429	0.000463707	-156.2628571	NA	NA	8.47E+00	NA	NA	NA	NA	NA
14	0.153846429	0.000832471	-151.69	NA	NA	8.94E+00	NA	NA	NA	NA	NA
15	0.165911333	0.000975944	-148.6486667	NA	NA	9.26E+00	NA	NA	NA	NA	NA
