N	mm	vv	level	interval.length.MY	MY.per.meter	age.in.MY	dimension	generation.time	log	taxa	species
13	0.559293077	0.002375353	-237.1407692	9.26	0.104694951	0	area	1	no	coccolith	Chiasmolithus_bidens_and_unclassified_forms
11	0.529265455	0.002241032	-235.5436364	NA	NA	1.67E-01	NA	NA	NA	NA	NA
14	0.432856429	0.003293094	-230.6292857	NA	NA	6.82E-01	NA	NA	NA	NA	NA
13	0.431482308	0.002167252	-227.6315385	NA	NA	9.96E-01	NA	NA	NA	NA	NA
13	0.439496154	0.003118569	-226.0730769	NA	NA	1.16E+00	NA	NA	NA	NA	NA
11	0.442055455	0.00211592	-224.6609091	NA	NA	1.31E+00	NA	NA	NA	NA	NA
11	0.374107273	0.001912158	-212.7018182	NA	NA	2.56E+00	NA	NA	NA	NA	NA
10	0.361155	0.002101443	-211.266	NA	NA	2.71E+00	NA	NA	NA	NA	NA
12	0.397815833	0.00259567	-208.2358333	NA	NA	3.03E+00	NA	NA	NA	NA	NA
10	0.41304	0.002177474	-206.675	NA	NA	3.19E+00	NA	NA	NA	NA	NA
11	0.385830909	0.001927182	-202.2190909	NA	NA	3.66E+00	NA	NA	NA	NA	NA
12	0.381965	0.003395725	-200.6641667	NA	NA	3.82E+00	NA	NA	NA	NA	NA
14	0.405535	0.00262902	-199.2271429	NA	NA	3.97E+00	NA	NA	NA	NA	NA
16	0.398526875	0.003057953	-196.766875	NA	NA	4.23E+00	NA	NA	NA	NA	NA
14	0.386808571	0.003207269	-195.2228571	NA	NA	4.39E+00	NA	NA	NA	NA	NA
11	0.385115455	0.002443717	-193.7527273	NA	NA	4.54E+00	NA	NA	NA	NA	NA
13	0.377780769	0.003214131	-192.2130769	NA	NA	4.70E+00	NA	NA	NA	NA	NA
13	0.355733077	0.002793332	-189.7269231	NA	NA	4.96E+00	NA	NA	NA	NA	NA
14	0.361637857	0.003791506	-187.7828571	NA	NA	5.17E+00	NA	NA	NA	NA	NA
14	0.353733571	0.002380242	-179.9135714	NA	NA	5.99E+00	NA	NA	NA	NA	NA
14	0.360639286	0.002900918	-177.2792857	NA	NA	6.27E+00	NA	NA	NA	NA	NA
15	0.375927333	0.003386596	-173.0713333	NA	NA	6.71E+00	NA	NA	NA	NA	NA
11	0.385496364	0.00352121	-169.5227273	NA	NA	7.08E+00	NA	NA	NA	NA	NA
13	0.347304615	0.001728741	-165.81	NA	NA	7.47E+00	NA	NA	NA	NA	NA
12	0.355853333	0.00283461	-162.7883333	NA	NA	7.78E+00	NA	NA	NA	NA	NA
11	0.350244545	0.001412847	-159.7727273	NA	NA	8.10E+00	NA	NA	NA	NA	NA
14	0.333022143	0.002430821	-156.1135714	NA	NA	8.48E+00	NA	NA	NA	NA	NA
14	0.328107857	0.003246208	-151.67	NA	NA	8.95E+00	NA	NA	NA	NA	NA
12	0.328285833	0.003680439	-148.6933333	NA	NA	9.26E+00	NA	NA	NA	NA	NA
