#Renaud and Schmidt 2003 core 1413 MLs											
N	mm	vv	age	interval.length.MY	MY.per.meter	age.in.MY	dimension	generation.time	log	taxa	species
45	468	54496.8	138.8	0.14	0.001040892	0	linear	1	no	foram	Globorotalia_truncatulinoides
49	500	75295.36	134.6	NA	NA	0.004371747	NA	NA	NA	NA	NA
41	460	42207.33623	130.4	NA	NA	0.008743494	NA	NA	NA	NA	NA
35	478	48917.33788	126.2	NA	NA	0.013115242	NA	NA	NA	NA	NA
36	476	32985.8244	122	NA	NA	0.017486989	NA	NA	NA	NA	NA
33	459	33697.02683	116	NA	NA	0.023732342	NA	NA	NA	NA	NA
36	499	46229.3001	110	NA	NA	0.029977695	NA	NA	NA	NA	NA
30	452	80326.35075	106.2	NA	NA	0.033933086	NA	NA	NA	NA	NA
35	471	64174.334	102.5	NA	NA	0.037784387	NA	NA	NA	NA	NA
32	484	40203.1368	98.7	NA	NA	0.041739777	NA	NA	NA	NA	NA
43	481	70043.9728	94.9	NA	NA	0.045695167	NA	NA	NA	NA	NA
42	486	49730.0202	91.2	NA	NA	0.049546468	NA	NA	NA	NA	NA
38	536	60724.02375	87.4	NA	NA	0.053501859	NA	NA	NA	NA	NA
49	500	59340.96	83.6	NA	NA	0.057457249	NA	NA	NA	NA	NA
43	500	66497.59188	79.8	NA	NA	0.061412639	NA	NA	NA	NA	NA
50	497	79361.28	76.1	NA	NA	0.065263941	NA	NA	NA	NA	NA
48	503	71332.92	72.3	NA	NA	0.069219331	NA	NA	NA	NA	NA
74	486	47086.24625	68.5	NA	NA	0.073174721	NA	NA	NA	NA	NA
61	487	60277.71272	64.8	NA	NA	0.077026022	NA	NA	NA	NA	NA
56	518	83783.9744	61	NA	NA	0.080981413	NA	NA	NA	NA	NA
60	526	67878.7935	52.3	NA	NA	0.090037175	NA	NA	NA	NA	NA
43	516	84653.9667	43.5	NA	NA	0.099197026	NA	NA	NA	NA	NA
49	518	52075.24	34.8	NA	NA	0.108252788	NA	NA	NA	NA	NA
46	508	64739.26035	26	NA	NA	0.117412639	NA	NA	NA	NA	NA
70	530	86683.527	18.1	NA	NA	0.125635688	NA	NA	NA	NA	NA
38	504	84245.89455	9.5	NA	NA	0.134587361	NA	NA	NA	NA	NA
41	543	61754.8601	4.3	NA	NA	0.14	NA	NA	NA	NA	NA
